timestamp,temperature,subsystem_status,flight_mode,low_power_mode,status_events,acceleration,height_pressure,height_gnss,lat_gnss,lon_gnss,battery_voltage,rssi,time_since_last_packet
2025-12-10T06:03:27.997172,69,0,1,0,9,0.3,26.1,22.7,33.0943832,-131.2078094,7.87,-45,125
2025-12-10T06:03:28.143967,62,1,0,0,2,14.67,24.7,28.3,46.9739456,177.1400146,9.67,-59,125
2025-12-10T06:03:28.292185,29,3,0,0,9,0.57,17.0,5.5,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T06:03:28.430999,87,0,0,0,0,8.07,6.4,5.8,81.1283493,72.8566207,8.28,-98,126
2025-12-10T06:03:28.574859,49,0,1,1,4,14.39,18.2,8.5,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T06:03:28.721586,61,7,0,0,13,14.15,11.4,18.2,25.7471408,54.6719741,9.56,-58,126
2025-12-10T06:03:28.865268,80,6,1,0,14,12.8,0.4,19.4,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T06:03:29.008899,50,6,1,0,2,1.48,5.5,7.1,44.1681137,27.9859828,10.15,-72,125
2025-12-10T06:03:29.151905,42,4,1,0,0,10.64,4.1,17.4,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T06:03:29.299119,20,5,0,0,3,7.51,26.5,10.1,57.4199867,112.5162277,8.68,-85,125
2025-12-10T06:03:29.446509,86,7,0,0,14,3.0,21.4,10.8,53.1399002,163.2720336,9.46,-86,125
2025-12-10T06:03:29.585963,46,3,0,0,12,7.46,8.6,17.2,14.1850786,-81.9831542,6.05,-95,126
2025-12-10T06:03:29.729476,50,0,1,1,11,16.68,26.4,7.2,75.4839096,-140.9241638,7.02,-45,125
2025-12-10T06:03:29.876626,51,3,1,0,6,7.97,24.0,20.4,89.4687347,-4.9284892,8.87,-54,125
2025-12-10T06:03:30.020433,75,4,1,1,3,9.67,18.9,14.6,-63.6805076,-46.9042167,9.85,-86,125
2025-12-10T06:03:30.163765,53,2,0,0,14,2.61,29.6,18.6,80.7409133,64.2883605,6.85,-62,126
2025-12-10T06:03:30.306921,37,0,0,0,0,10.9,1.9,23.9,-1.5079829,-94.0556945,8.6,-83,126
2025-12-10T06:03:30.454221,31,1,0,0,2,9.41,23.1,8.1,-59.1119956,64.5471954,7.25,-61,125
2025-12-10T06:03:30.598143,85,5,1,1,2,18.43,4.3,25.0,56.0916519,-111.4301605,6.15,-90,126
2025-12-10T06:03:30.741146,59,1,0,0,1,7.69,16.6,21.4,-85.5637588,-104.9259643,11.31,-62,125
2025-12-10T06:03:30.888543,76,0,1,0,6,9.23,6.5,16.7,75.3033218,-63.4899444,11.78,-48,125
2025-12-10T06:03:31.031885,77,7,1,0,6,13.91,19.3,6.2,-53.0587615,-13.4885921,6.71,-59,125
2025-12-10T06:03:31.175592,85,4,0,1,1,10.12,18.4,22.1,-18.6588325,-10.7398653,7.26,-63,126
2025-12-10T06:03:31.319567,55,4,1,0,12,9.78,13.5,10.8,-74.9587783,97.840065,7.97,-78,125
2025-12-10T06:03:31.469124,23,2,1,0,7,15.12,20.4,9.1,-23.2566604,146.6995544,8.28,-87,125
2025-12-10T06:03:31.609874,52,4,1,0,4,14.23,10.7,25.8,-2.5617399,-89.139038,11.96,-82,126
2025-12-10T06:03:31.752906,21,7,1,1,0,10.02,7.7,1.9,-55.9776077,-17.009447,5.93,-32,125
2025-12-10T06:03:31.897643,42,6,0,0,1,18.55,27.5,9.9,42.7958946,-59.3605918,7.95,-56,125
2025-12-10T06:03:32.043508,48,1,1,0,5,15.83,6.3,3.7,54.7041358,6.4835319,11.52,-97,126
2025-12-10T06:03:32.187122,89,7,1,0,8,7.89,19.6,13.7,89.116806,132.3513336,7.61,-47,125
2025-12-10T06:03:32.330818,36,2,0,0,14,6.04,0.3,25.5,48.6692314,147.3976898,9.62,-52,126
2025-12-10T06:03:32.475012,50,5,1,0,9,16.4,17.3,16.2,-80.1882095,77.9973602,6.23,-40,125
2025-12-10T06:03:32.621180,26,1,1,0,7,1.05,2.1,28.3,26.4724006,79.2317199,7.92,-79,125
2025-12-10T06:03:32.766793,68,3,1,1,5,5.15,5.8,13.0,-73.4256896,-120.1967697,7.15,-56,125
2025-12-10T06:03:32.908255,27,1,0,1,5,7.76,11.1,29.5,-7.4145398,138.6885833,8.59,-39,125
2025-12-10T06:03:33.055124,68,6,0,0,13,1.56,15.4,11.2,-89.6048736,120.8054962,10.44,-44,126
2025-12-10T06:03:33.198585,20,4,0,0,2,11.6,19.2,1.1,-2.7302849,169.3355102,6.92,-64,126
2025-12-10T06:03:33.342550,80,0,0,1,5,4.3,20.0,21.9,-30.6437721,-131.5394897,11.15,-63,125
2025-12-10T06:03:33.485928,39,1,1,0,12,0.79,14.8,4.1,-71.4746551,128.9446105,5.61,-51,125
2025-12-10T06:03:33.635655,87,6,1,0,10,15.87,12.0,21.5,39.1688079,107.6118316,5.88,-32,125
2025-12-10T06:03:33.776397,43,3,0,0,5,14.73,26.2,7.6,6.2387452,-140.9498291,7.72,-98,125
