timestamp,temperature,subsystem_status,flight_mode,low_power_mode,status_events,acceleration,height_pressure,height_gnss,lat_gnss,lon_gnss,battery_voltage,rssi,time_since_last_packet
2025-12-10T05:07:10.243031,69,0,1,0,30,0.3,646.1,392.7,46.9739456,177.1400146,6.11,-44,126
2025-12-10T05:07:10.254542,69,0,1,0,30,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-44,126
2025-12-10T05:07:10.255545,69,0,1,0,30,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-59,126
2025-12-10T05:07:10.256550,69,0,1,0,30,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.373604,62,0,1,0,30,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.374604,62,1,1,0,30,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.377113,62,1,0,0,30,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.377613,62,1,0,0,30,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.378616,62,1,0,0,6,0.3,646.1,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.381112,62,1,0,0,6,14.67,646.1,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.381613,62,1,0,0,6,14.67,674.7,392.7,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.385162,62,1,0,0,6,14.67,674.7,198.3,46.9739456,177.1400146,9.67,-59,125
2025-12-10T05:07:10.385673,62,1,0,0,6,14.67,674.7,198.3,22.3228836,177.1400146,9.67,-59,125
2025-12-10T05:07:10.389678,62,1,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,9.67,-59,125
2025-12-10T05:07:10.390178,62,1,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-59,125
2025-12-10T05:07:10.393177,62,1,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-35,125
2025-12-10T05:07:10.393677,62,1,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.519888,29,1,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.520387,29,3,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.520887,29,3,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.520887,29,3,0,0,6,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.524388,29,3,0,0,196,14.67,674.7,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.524887,29,3,0,0,196,0.57,674.7,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.528893,29,3,0,0,196,0.57,517.0,198.3,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.529394,29,3,0,0,196,0.57,517.0,745.5,22.3228836,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.532735,29,3,0,0,196,0.57,517.0,745.5,81.1283493,-68.1328277,5.21,-35,126
2025-12-10T05:07:10.533241,29,3,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,5.21,-35,126
2025-12-10T05:07:10.536986,29,3,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-35,126
2025-12-10T05:07:10.536986,29,3,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.540486,29,3,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.667473,87,3,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.668475,87,0,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.669473,87,0,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.669973,87,0,0,0,196,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.670473,87,0,0,0,55,0.57,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.671975,87,0,0,0,55,8.07,517.0,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.672481,87,0,0,0,55,8.07,456.4,745.5,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.675998,87,0,0,0,55,8.07,456.4,925.8,81.1283493,72.8566207,8.28,-98,126
2025-12-10T05:07:10.677000,87,0,0,0,55,8.07,456.4,925.8,69.7942886,72.8566207,8.28,-98,126
2025-12-10T05:07:10.677508,87,0,0,0,55,8.07,456.4,925.8,69.7942886,-136.4525756,8.28,-98,126
2025-12-10T05:07:10.680504,87,0,0,0,55,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-98,126
2025-12-10T05:07:10.680504,87,0,0,0,55,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-62,126
2025-12-10T05:07:10.684049,87,0,0,0,55,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.810513,49,0,0,0,55,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.811013,49,0,0,0,55,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.811013,49,0,1,0,55,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.811513,49,0,1,1,55,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.812013,49,0,1,1,119,8.07,456.4,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.815514,49,0,1,1,119,14.39,456.4,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.816018,49,0,1,1,119,14.39,418.2,925.8,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.819517,49,0,1,1,119,14.39,418.2,958.5,69.7942886,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.820018,49,0,1,1,119,14.39,418.2,958.5,25.7471408,-136.4525756,6.78,-62,125
2025-12-10T05:07:10.823518,49,0,1,1,119,14.39,418.2,958.5,25.7471408,54.6719741,6.78,-62,125
2025-12-10T05:07:10.824020,49,0,1,1,119,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-62,125
2025-12-10T05:07:10.827524,49,0,1,1,119,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-58,125
2025-12-10T05:07:10.828024,49,0,1,1,119,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.954112,61,0,1,1,119,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.954612,61,7,1,1,119,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.955619,61,7,0,1,119,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.956126,61,7,0,0,119,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.959124,61,7,0,0,113,14.39,418.2,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.959624,61,7,0,0,113,14.15,418.2,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.963124,61,7,0,0,113,14.15,131.4,958.5,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.963624,61,7,0,0,113,14.15,131.4,208.2,25.7471408,54.6719741,9.56,-58,126
2025-12-10T05:07:10.967164,61,7,0,0,113,14.15,131.4,208.2,86.5084457,54.6719741,9.56,-58,126
2025-12-10T05:07:10.967661,61,7,0,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,9.56,-58,126
2025-12-10T05:07:10.971293,61,7,0,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-58,126
2025-12-10T05:07:10.971293,61,7,0,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:10.974639,61,7,0,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.100811,80,7,0,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.101314,80,6,0,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.101814,80,6,1,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.102314,80,6,1,0,113,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.102814,80,6,1,0,94,14.15,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.105826,80,6,1,0,94,12.8,131.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.105826,80,6,1,0,94,12.8,640.4,208.2,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.110402,80,6,1,0,94,12.8,640.4,49.4,86.5084457,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.110903,80,6,1,0,94,12.8,640.4,49.4,44.1681137,-58.1158561,7.86,-42,126
2025-12-10T05:07:11.111404,80,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,7.86,-42,126
2025-12-10T05:07:11.114404,80,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-42,126
2025-12-10T05:07:11.114903,80,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-72,126
2025-12-10T05:07:11.118409,80,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.244419,50,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.244919,50,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.245923,50,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.246430,50,6,1,0,94,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.247429,50,6,1,0,245,12.8,640.4,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.258968,50,6,1,0,245,1.48,640.4,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.259966,50,6,1,0,245,1.48,775.5,49.4,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.260465,50,6,1,0,245,1.48,775.5,667.1,44.1681137,27.9859828,10.15,-72,125
2025-12-10T05:07:11.260965,50,6,1,0,245,1.48,775.5,667.1,54.4743766,27.9859828,10.15,-72,125
2025-12-10T05:07:11.261465,50,6,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,10.15,-72,125
2025-12-10T05:07:11.261965,50,6,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-72,125
2025-12-10T05:07:11.262465,50,6,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-81,125
2025-12-10T05:07:11.262965,50,6,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.389123,42,6,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.390124,42,4,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.391123,42,4,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.391623,42,4,1,0,245,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.393123,42,4,1,0,123,1.48,775.5,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.393624,42,4,1,0,123,10.64,775.5,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.397128,42,4,1,0,123,10.64,484.1,667.1,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.397631,42,4,1,0,123,10.64,484.1,707.4,54.4743766,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.401128,42,4,1,0,123,10.64,484.1,707.4,57.4199867,-2.2607829,6.53,-81,126
2025-12-10T05:07:11.401630,42,4,1,0,123,10.64,484.1,707.4,57.4199867,112.5162277,6.53,-81,126
2025-12-10T05:07:11.404629,42,4,1,0,123,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-81,126
2025-12-10T05:07:11.405632,42,4,1,0,123,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-85,126
2025-12-10T05:07:11.409140,42,4,1,0,123,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.534394,20,4,1,0,123,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.534894,20,5,1,0,123,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.534894,20,5,0,0,123,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.536400,20,5,0,0,123,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.536901,20,5,0,0,143,10.64,484.1,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.540412,20,5,0,0,143,7.51,484.1,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.540904,20,5,0,0,143,7.51,586.5,707.4,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.544405,20,5,0,0,143,7.51,586.5,270.1,57.4199867,112.5162277,8.68,-85,125
2025-12-10T05:07:11.544906,20,5,0,0,143,7.51,586.5,270.1,53.1399002,112.5162277,8.68,-85,125
2025-12-10T05:07:11.548415,20,5,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,8.68,-85,125
2025-12-10T05:07:11.548916,20,5,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-85,125
2025-12-10T05:07:11.549416,20,5,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.552446,20,5,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.678970,86,5,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.679473,86,7,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.679973,86,7,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.680474,86,7,0,0,143,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.680973,86,7,0,0,209,7.51,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.691481,86,7,0,0,209,3.0,586.5,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.692484,86,7,0,0,209,3.0,981.4,270.1,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.692484,86,7,0,0,209,3.0,981.4,250.8,53.1399002,163.2720336,9.46,-86,125
2025-12-10T05:07:11.692984,86,7,0,0,209,3.0,981.4,250.8,14.1850786,163.2720336,9.46,-86,125
2025-12-10T05:07:11.693484,86,7,0,0,209,3.0,981.4,250.8,14.1850786,-81.9831542,9.46,-86,125
2025-12-10T05:07:11.693484,86,7,0,0,209,3.0,981.4,250.8,14.1850786,-81.9831542,6.05,-86,125
2025-12-10T05:07:11.695993,86,7,0,0,209,3.0,981.4,250.8,14.1850786,-81.9831542,6.05,-95,125
2025-12-10T05:07:11.696501,86,7,0,0,209,3.0,981.4,250.8,14.1850786,-81.9831542,6.05,-95,126
2025-12-10T05:07:11.822703,46,7,0,0,209,3.0,981.4,250.8,14.1850786,-81.9831542,6.05,-95,126
